sofifa_id,player_url,short_name,long_name,matching_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
234906,https://sofifa.com/player/234906/houssem-aouar/220002,H. Aouar,Houssem Aouar,houssem-aouar,"CM, CAM",81,86,38500000,65000,23,1998-06-30,175,70,66,Olympique Lyonnais,French Ligue 1,1,LM,8,,2016-07-01,2023,18,France,,,,Right,3,4,2,High/Low,Unique,Yes,76000000,#Dribbler,"Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",75,75,81,85,66,71,70,76,59,86,68,86,80,72,80,86,78,73,84,82,83,72,66,76,69,75,69,69,78,84,74,82,68,68,58,14,6,11,7,10,,76+2,76+2,76+2,81,81,81,81,81,82+2,82+2,82+2,81+2,81+2,81+2,81+2,81+2,74+2,75+2,75+2,75+2,74+2,72+2,69+2,69+2,69+2,72+2,17+2,https://cdn.sofifa.net/players/234/906/22_120.png,https://cdn.sofifa.net/teams/66/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/fr.png
243812,https://sofifa.com/player/243812/rodrygo-silva-de-goes/220002,Rodrygo,Rodrygo Silva de Goes,rodrygo,RW,79,88,38500000,115000,20,2001-01-09,174,64,243,Real Madrid CF,Spain Primera Division,1,SUB,21,,2019-07-01,2025,54,Brazil,,,,Right,4,4,1,Medium/Medium,Lean (170-185),Yes,86600000,,"Flair, Technical Dribbler (AI)",87,76,71,83,32,56,71,80,62,74,67,84,80,73,60,80,88,86,87,76,85,71,73,81,42,71,54,21,82,71,74,82,25,36,32,9,8,12,8,5,,75+2,75+2,75+2,79,79,79,79,79,78+2,78+2,78+2,78+2,70+2,70+2,70+2,78+2,59+2,53+2,53+2,53+2,59+2,56+2,44+2,44+2,44+2,56+2,15+2,https://cdn.sofifa.net/players/243/812/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/br.png
228251,https://sofifa.com/player/228251/lorenzo-pellegrini/220002,L. Pellegrini,Lorenzo Pellegrini,lorenzo-pellegrini,"CAM, CM, CDM",81,86,38000000,61000,25,1996-06-19,186,77,52,Roma,Italian Serie A,1,CAM,7,,2017-07-01,2022,27,Italy,,,,Right,3,3,2,Medium/Medium,Normal (185+),Yes,67500000,,"Leadership, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Team Player",78,74,81,80,72,77,74,72,71,86,69,78,70,70,82,83,77,79,79,79,86,76,70,88,74,74,72,70,78,84,80,82,70,74,72,12,7,10,13,11,,77+2,77+2,77+2,79,79,79,79,79,81+2,81+2,81+2,80+2,81+2,81+2,81+2,80+2,77+2,78+2,78+2,78+2,77+2,76+2,73+2,73+2,73+2,76+2,18+2,https://cdn.sofifa.net/players/228/251/22_120.png,https://cdn.sofifa.net/teams/52/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/it.png
220440,https://sofifa.com/player/220440/clement-lenglet/220002,C. Lenglet,Clément Nicolas Laurent Lenglet,clement-lenglet,CB,82,86,37500000,145000,26,1995-06-17,186,81,241,FC Barcelona,Spain Primera Division,1,SUB,15,,2018-07-12,2026,18,France,1335,SUB,21,Left,4,2,2,Medium/High,Unique,Yes,79700000,,Power Header,72,45,67,66,83,79,55,39,81,78,37,57,59,31,74,76,73,71,61,81,58,58,84,75,80,46,79,85,54,66,49,82,84,82,80,10,10,9,12,7,,63+2,63+2,63+2,63,64,64,64,63,66+2,66+2,66+2,66+2,71+2,71+2,71+2,66+2,75+2,79+2,79+2,79+2,75+2,77+2,81+2,81+2,81+2,77+2,18+2,https://cdn.sofifa.net/players/220/440/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
221479,https://sofifa.com/player/221479/dominic-calvert-lewin/220002,D. Calvert-Lewin,Dominic Calvert-Lewin,dominic-calvert-lewin,ST,81,85,37500000,90000,24,1997-03-16,187,71,7,Everton,English Premier League,1,ST,9,,2016-08-31,2025,14,England,1318,SUB,18,Right,3,3,2,High/Medium,Unique,Yes,74100000,,Power Header,83,77,64,77,39,82,65,82,89,72,73,76,64,54,47,80,76,89,72,81,65,79,91,80,83,65,78,35,84,64,77,76,38,31,23,12,12,8,7,11,,81+2,81+2,81+2,76,78,78,78,76,74+2,74+2,74+2,75+2,67+2,67+2,67+2,75+2,59+2,56+2,56+2,56+2,59+2,57+2,55+2,55+2,55+2,57+2,18+2,https://cdn.sofifa.net/players/221/479/22_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
216352,https://sofifa.com/player/216352/marcelo-brozovic/220002,M. Brozović,Marcelo Brozović,marcelo-brozovic,"CDM, CM",84,84,37000000,130000,28,1992-11-16,181,68,44,Inter,Italian Serie A,1,CDM,77,,2016-07-01,2022,10,Croatia,,,,Right,4,3,3,Medium/Medium,Lean (170-185),Yes,62900000,,"Dives Into Tackles (AI), Finesse Shot, Long Passer (AI), Long Shot Taker (AI)",69,74,80,79,79,78,72,69,70,85,65,76,79,74,84,84,70,68,79,76,84,80,70,94,67,84,85,81,70,80,69,82,77,81,80,8,8,15,11,8,,74+3,74+3,74+3,76,76,76,76,76,79+3,79+3,79+3,77+3,82+2,82+2,82+2,77+3,80+3,82+2,82+2,82+2,80+3,79+3,78+3,78+3,78+3,79+3,16+3,https://cdn.sofifa.net/players/216/352/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/hr.png
224334,https://sofifa.com/player/224334/marcos-acuna/220002,M. Acuña,Marcos Javier Acuña,marcos-acuna,"LB, LM",84,84,37000000,45000,29,1991-10-28,172,69,481,Sevilla FC,Spain Primera Division,1,LB,19,,2020-09-14,2024,52,Argentina,1369,LB,8,Left,3,4,2,High/High,Stocky (170-185),No,77700000,"#Dribbler, #Engine, #Crosser","Flair, Long Passer (AI), Outside Foot Shot",76,74,82,87,79,82,87,66,58,82,68,87,88,75,78,88,77,76,83,83,90,82,63,90,80,81,84,79,81,82,76,87,80,84,82,8,14,13,13,14,,77+2,77+2,77+2,82,81,81,81,82,82+2,82+2,82+2,83+1,83+1,83+1,83+1,83+1,83+1,82+2,82+2,82+2,83+1,82+2,79+2,79+2,79+2,82+2,20+2,https://cdn.sofifa.net/players/224/334/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png
200610,https://sofifa.com/player/200610/kevin-volland/220002,K. Volland,Kevin Volland,kevin-volland,"ST, CF",83,83,37000000,83000,28,1992-07-30,179,85,69,AS Monaco,French Ligue 1,1,RF,31,,2020-09-02,2024,21,Germany,,,,Left,4,3,2,High/High,Stocky (170-185),Yes,70300000,"#Engine, #Strength, #Clinical Finisher, #Complete Forward",Solid Player,73,85,79,80,42,86,78,86,76,81,85,80,79,80,74,80,76,70,75,85,83,87,77,90,87,84,80,45,86,82,72,86,22,50,33,8,7,9,7,12,,83,83,83,81,82,82,82,81,81+2,81+2,81+2,81+2,78+2,78+2,78+2,81+2,65+2,65+2,65+2,65+2,65+2,61+2,58+2,58+2,58+2,61+2,17+2,https://cdn.sofifa.net/players/200/610/22_120.png,https://cdn.sofifa.net/teams/69/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/de.png
201153,https://sofifa.com/player/201153/alvaro-borja-morata-martin/220002,Morata,Álvaro Borja Morata Martín,alvaro-morata,ST,83,83,37000000,84000,28,1992-10-23,190,84,45,Juventus,Italian Serie A,1,ST,9,Atlético de Madrid,,2022,45,Spain,1362,SUB,7,Right,4,3,3,Medium/Medium,Unique,Yes,,,Speed Dribbler (AI),82,80,72,81,31,77,72,84,86,78,80,83,78,44,60,83,79,85,72,80,63,80,84,77,80,72,69,24,87,77,75,79,37,14,20,4,5,4,4,5,,83,83,83,81,82,82,82,81,80+3,80+3,80+3,79+3,71+3,71+3,71+3,79+3,58+3,55+3,55+3,55+3,58+3,54+3,50+3,50+3,50+3,54+3,13+3,https://cdn.sofifa.net/players/201/153/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
201399,https://sofifa.com/player/201399/mauro-icardi/220002,M. Icardi,Mauro Emanuel Icardi Rivero,mauro-icardi,ST,83,83,37000000,120000,28,1993-02-19,181,75,73,Paris Saint-Germain,French Ligue 1,1,SUB,9,,2020-06-08,2024,52,Argentina,,,,Right,4,3,3,Medium/Medium,Unique,Yes,68500000,#Poacher,"Power Header, Outside Foot Shot",69,83,65,77,36,69,47,87,85,76,85,76,76,52,54,80,70,68,68,84,75,85,91,67,73,71,58,22,91,72,82,83,45,24,20,13,9,5,7,9,,82+1,82+1,82+1,75,80,80,80,75,77+3,77+3,77+3,73+3,69+3,69+3,69+3,73+3,53+3,54+3,54+3,54+3,53+3,51+3,50+3,50+3,50+3,51+3,17+3,https://cdn.sofifa.net/players/201/399/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/ar.png
223689,https://sofifa.com/player/223689/wout-weghorst/220002,W. Weghorst,Wout Weghorst,wout-weghorst,ST,83,83,37000000,95000,28,1992-08-07,197,84,175,VfL Wolfsburg,German 1. Bundesliga,1,ST,9,,2018-07-01,2023,34,Netherlands,105035,SUB,19,Right,3,2,2,High/High,Normal (185+),No,62900000,"#Aerial Threat, #Strength",Power Header,63,83,59,70,52,86,42,87,92,76,83,65,40,37,43,79,59,66,62,85,44,86,79,83,89,74,85,34,88,67,71,83,44,67,30,11,9,14,16,12,,82+1,82+1,82+1,72,77,77,77,72,73+2,73+2,73+2,70+2,70+2,70+2,70+2,70+2,59+2,63+2,63+2,63+2,59+2,58+2,64+2,64+2,64+2,58+2,20+2,https://cdn.sofifa.net/players/223/689/22_120.png,https://cdn.sofifa.net/teams/175/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
210035,https://sofifa.com/player/210035/alejandro-grimaldo-garcia/220002,Grimaldo,Alejandro Grimaldo García,alejandro-grimaldo,"LB, LM, LWB",82,85,37000000,18000,25,1995-09-20,171,69,234,SL Benfica,Portuguese Liga ZON SAGRES,1,LWB,3,,2016-01-04,2023,45,Spain,,,,Left,2,3,3,High/Medium,Normal (170-185),Yes,76800000,,"Injury Prone, Long Passer (AI), Speed Dribbler (AI)",87,65,81,83,74,71,82,52,66,83,61,83,85,81,79,83,86,87,84,83,86,79,64,90,63,79,69,79,77,78,54,83,71,76,74,7,13,10,7,13,,73+3,73+3,73+3,79,78,78,78,79,80+3,80+3,80+3,81+3,81+3,81+3,81+3,81+3,81+3,78+3,78+3,78+3,81+3,80+3,74+3,74+3,74+3,80+3,18+3,https://cdn.sofifa.net/players/210/035/22_120.png,https://cdn.sofifa.net/teams/234/60.png,https://cdn.sofifa.net/flags/pt.png,,https://cdn.sofifa.net/flags/es.png
238074,https://sofifa.com/player/238074/reece-james/220002,R. James,Reece James,reece-james,"RWB, RB",81,86,37000000,76000,21,1999-12-08,178,87,5,Chelsea,English Premier League,1,RCB,24,,2017-03-03,2025,14,England,,,,Right,3,3,2,High/Medium,Stocky (170-185),Yes,71200000,#Crosser,Early Crosser,80,58,77,77,76,80,86,48,69,79,46,77,82,76,71,80,78,81,72,75,85,75,73,79,83,66,74,75,66,70,50,72,77,80,74,8,12,7,13,11,,69+2,69+2,69+2,74,72,72,72,74,73+2,73+2,73+2,75+2,74+2,74+2,74+2,75+2,79+2,77+2,77+2,77+2,79+2,78+2,77+2,77+2,77+2,78+2,18+2,https://cdn.sofifa.net/players/238/074/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
252371,https://sofifa.com/player/252371/jude-bellingham/220002,J. Bellingham,Jude Victor William Bellingham,jude-bellingham,"CM, LM",79,89,37000000,21000,18,2003-06-29,186,75,22,Borussia Dortmund,German 1. Bundesliga,1,RCM,22,,2020-07-23,2025,14,England,1318,SUB,21,Right,4,3,2,High/High,Lean (185+),Yes,70300000,#Engine,"Dives Into Tackles (AI), Technical Dribbler (AI)",75,69,73,80,75,77,62,69,57,79,64,80,58,45,78,80,78,73,81,82,77,74,75,87,71,69,82,77,72,78,56,76,78,78,69,14,11,10,5,8,,73+2,73+2,73+2,76,76,76,76,76,77+2,77+2,77+2,76+2,79+2,79+2,79+2,76+2,76+2,78+2,78+2,78+2,76+2,75+2,75+2,75+2,75+2,75+2,18+2,https://cdn.sofifa.net/players/252/371/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
186345,https://sofifa.com/player/186345/kieran-trippier/220002,K. Trippier,Kieran Trippier,kieran-trippier,"RB, RWB, RM",84,84,36500000,74000,30,1990-09-19,173,69,240,Atlético de Madrid,Spain Primera Division,1,SUB,23,,2019-07-17,2023,14,England,1318,SUB,12,Right,4,3,2,Medium/Medium,Normal (170-185),Yes,74800000,#Crosser,"Long Throw-in, Solid Player, Early Crosser",73,63,82,77,80,72,86,54,79,81,58,74,86,82,80,82,74,73,73,81,77,75,78,87,64,70,73,80,76,80,66,77,79,81,80,11,14,8,11,10,,72+2,72+2,72+2,76,75,75,75,76,76+2,76+2,76+2,78+2,79+2,79+2,79+2,78+2,81+2,80+2,80+2,80+2,81+2,81+2,78+2,78+2,78+2,81+2,19+2,https://cdn.sofifa.net/players/186/345/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
189575,https://sofifa.com/player/189575/iker-muniain-goni/220002,Muniain,Iker Muniain Goñi,iker-muniain,"CAM, RM, LM",83,83,36500000,44000,28,1992-12-19,170,66,448,Athletic Club de Bilbao,Spain Primera Division,1,LM,10,,2009-08-01,2024,45,Spain,,,,Right,3,4,2,High/Medium,Normal (170-),Yes,76700000,"#Dribbler, #Acrobat","Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Team Player, Technical Dribbler (AI)",81,76,82,87,51,61,81,79,43,85,68,87,84,78,74,87,84,78,91,80,94,72,72,77,49,77,66,45,81,84,61,82,58,55,38,10,5,5,13,12,,75+2,75+2,75+2,83,82,82,82,83,83,83,83,83,79+2,79+2,79+2,83,69+2,67+2,67+2,67+2,69+2,65+2,56+2,56+2,56+2,65+2,17+2,https://cdn.sofifa.net/players/189/575/22_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
209989,https://sofifa.com/player/209989/thomas-partey/220002,T. Partey,Thomas Partey,thomas-partey,"CM, CDM",83,83,36500000,115000,28,1993-06-13,185,77,1,Arsenal,English Premier League,1,RDM,5,,2020-10-05,2024,117,Ghana,,,,Right,3,3,2,Medium/High,Normal (185+),Yes,69400000,,Long Shot Taker (AI),69,71,82,81,80,84,74,66,68,87,56,84,69,70,85,83,63,74,75,82,50,86,83,83,84,78,84,81,70,85,49,86,80,84,80,11,13,9,9,7,,75+2,75+2,75+2,78,78,78,78,78,80+2,80+2,80+2,79+2,83,83,83,79+2,80+2,83,83,83,80+2,79+2,81+2,81+2,81+2,79+2,18+2,https://cdn.sofifa.net/players/209/989/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gh.png
251573,https://sofifa.com/player/251573/renan-augusto-lodi-dos-santos/220002,Renan Lodi,Renan Augusto Lodi dos Santos,renan-lodi,LB,81,86,36500000,49000,23,1998-04-08,173,70,240,Atlético de Madrid,Spain Primera Division,1,SUB,12,,2019-07-07,2025,54,Brazil,,,,Left,3,4,1,High/Medium,Lean (170-185),Yes,77600000,,,84,67,76,81,77,75,81,64,70,77,59,81,81,57,75,81,85,83,85,80,81,76,77,84,70,68,78,77,76,73,54,79,76,78,79,12,7,11,10,15,,74+2,74+2,74+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,80+2,78+2,78+2,78+2,80+2,79+2,76+2,76+2,76+2,79+2,19+2,https://cdn.sofifa.net/players/251/573/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/br.png
223697,https://sofifa.com/player/223697/robin-gosens/220002,R. Gosens,Robin Everardus Gosens,robin-gosens,"LWB, LB, LM",83,83,36000000,65000,26,1994-07-05,183,76,39,Atalanta,Italian Serie A,1,LM,8,,2017-07-01,2023,21,Germany,1337,SUB,20,Left,3,3,3,High/Medium,Normal (170-185),No,61200000,,"Early Crosser, Long Shot Taker (AI)",82,75,74,79,77,81,82,79,82,80,71,80,69,58,77,82,79,84,71,86,66,76,88,89,76,68,80,77,86,60,50,77,75,78,79,7,16,15,16,10,,81+2,81+2,81+2,80,79,79,79,80,77+3,77+3,77+3,80+3,78+3,78+3,78+3,80+3,81+2,79+3,79+3,79+3,81+2,81+2,79+3,79+3,79+3,81+2,21+3,https://cdn.sofifa.net/players/223/697/22_120.png,https://cdn.sofifa.net/teams/39/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1337/60.png,https://cdn.sofifa.net/flags/de.png
236792,https://sofifa.com/player/236792/tomas-soucek/220002,T. Souček,Tomáš Souček,tomas-soucek,"CDM, CM",82,85,36000000,81000,26,1995-02-27,192,86,19,West Ham United,English Premier League,1,RDM,28,,2020-07-27,2024,12,Czech Republic,1330,RDM,15,Right,3,3,1,High/High,Lean (185+),Yes,71100000,#Engine,"Solid Player, Power Header",64,72,74,74,82,85,69,73,83,81,59,74,63,53,76,77,61,66,66,81,58,73,90,92,84,70,76,83,75,72,70,78,81,82,79,11,13,5,6,8,,75+2,75+2,75+2,73,74,74,74,73,75+2,75+2,75+2,75+2,78+2,78+2,78+2,75+2,78+2,81+2,81+2,81+2,78+2,79+2,81+2,81+2,81+2,79+2,17+2,https://cdn.sofifa.net/players/236/792/22_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1330/60.png,https://cdn.sofifa.net/flags/cz.png
212194,https://sofifa.com/player/212194/julian-brandt/220002,J. Brandt,Julian Brandt,julian-brandt,"CAM, CM, CF",81,85,36000000,64000,25,1996-05-02,185,83,22,Borussia Dortmund,German 1. Bundesliga,1,SUB,19,,2019-07-01,2024,21,Germany,,,,Right,4,4,3,High/Medium,Normal (185+),Yes,63900000,,"Flair, Long Passer (AI), Outside Foot Shot, Technical Dribbler (AI)",73,75,80,84,48,66,79,73,54,82,79,84,77,65,79,85,77,69,84,79,83,81,62,80,71,78,38,47,77,82,54,81,46,47,49,11,16,11,8,9,,75+3,75+3,75+3,80,79,79,79,80,81+3,81+3,81+3,80+3,78+3,78+3,78+3,80+3,67+3,65+3,65+3,65+3,67+3,64+3,55+3,55+3,55+3,64+3,18+3,https://cdn.sofifa.net/players/212/194/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
233306,https://sofifa.com/player/233306/dean-henderson/220002,D. Henderson,Dean Henderson,dean-henderson,GK,80,87,36000000,70000,24,1997-03-12,188,85,11,Manchester United,English Premier League,1,SUB,26,,2015-08-25,2025,14,England,1318,SUB,13,Right,3,1,2,Medium/Medium,Normal (185+),Yes,73800000,,"GK Long Throw, Rushes Out Of Goal, Comes For Crosses, Saves with Feet",,,,,,,14,9,13,37,5,13,13,10,45,32,51,48,61,79,56,59,63,34,60,6,20,11,8,48,16,56,15,14,14,80,79,78,76,83,50,30+2,30+2,30+2,30,31,31,31,30,33+2,33+2,33+2,32+2,34+2,34+2,34+2,32+2,28+2,31+2,31+2,31+2,28+2,28+2,26+2,26+2,26+2,28+2,79+2,https://cdn.sofifa.net/players/233/306/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
197445,https://sofifa.com/player/197445/david-alaba/220002,D. Alaba,David Olatukunbo Alaba,david-alaba,"CB, LB",84,84,35500000,195000,29,1992-06-24,180,78,243,Real Madrid CF,Spain Primera Division,1,LB,4,,2021-07-01,2026,4,Austria,1322,LB,8,Left,4,3,4,Medium/Medium,Normal (170-185),Yes,72800000,,Long Shot Taker (AI),77,70,81,80,83,76,80,60,74,85,67,77,77,85,80,84,78,77,76,88,77,82,81,75,76,78,74,85,73,78,79,85,86,83,82,5,7,14,15,9,,75+3,75+3,75+3,78,78,78,78,78,79+3,79+3,79+3,79+3,81+3,81+3,81+3,79+3,82+2,83+1,83+1,83+1,82+2,82+2,82+2,82+2,82+2,82+2,18+3,https://cdn.sofifa.net/players/197/445/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1322/60.png,https://cdn.sofifa.net/flags/at.png
204838,https://sofifa.com/player/204838/raul-jimenez/220002,R. Jiménez,Raúl Alonso Jiménez Rodríguez,raul-jimenez,ST,83,83,35500000,120000,30,1991-05-05,188,81,110,Wolverhampton Wanderers,English Premier League,1,ST,9,,2019-07-01,2024,83,Mexico,1386,SUB,9,Right,4,3,3,High/High,Normal (185+),Yes,67500000,,"Flair, Power Header, Outside Foot Shot, Technical Dribbler (AI)",72,82,76,81,47,82,73,84,85,81,82,84,75,51,75,82,63,80,75,82,65,84,74,82,84,74,81,53,84,78,92,81,45,38,30,7,11,13,14,10,,82+1,82+1,82+1,80,81,81,81,80,80+3,80+3,80+3,79+3,77+3,77+3,77+3,79+3,65+3,66+3,66+3,66+3,65+3,62+3,60+3,60+3,60+3,62+3,18+3,https://cdn.sofifa.net/players/204/838/22_120.png,https://cdn.sofifa.net/teams/110/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1386/60.png,https://cdn.sofifa.net/flags/mx.png
215333,https://sofifa.com/player/215333/duvan-zapata/220002,D. Zapata,Duván Esteban Zapata Banguera,duvan-zapata,ST,83,83,35500000,77000,30,1991-04-01,189,88,39,Atalanta,Italian Serie A,1,ST,91,,2020-01-17,2023,56,Colombia,,,,Right,4,3,2,High/Medium,Normal (185+),Yes,60400000,#Strength,Power Header,80,81,61,78,35,84,44,88,83,74,79,79,55,62,47,82,78,81,67,82,58,86,80,75,93,64,72,20,86,66,70,82,44,24,22,9,9,8,6,8,,83,83,83,76,80,80,80,76,76+2,76+2,76+2,74+2,67+2,67+2,67+2,74+2,54+2,54+2,54+2,54+2,54+2,52+2,53+2,53+2,53+2,52+2,16+2,https://cdn.sofifa.net/players/215/333/22_120.png,https://cdn.sofifa.net/teams/39/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/co.png
216354,https://sofifa.com/player/216354/andrej-kramaric/220002,A. Kramarić,Andrej Kramarić,andrej-kramaric,"ST, CAM",83,83,35500000,59000,30,1991-06-19,177,73,10029,TSG Hoffenheim,German 1. Bundesliga,1,CAM,27,,2015-01-16,2022,10,Croatia,,,,Right,4,4,3,Medium/Medium,Normal (170-185),Yes,60400000,"#Dribbler, #Clinical Finisher, #Complete Forward","Flair, Long Shot Taker (AI), Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",71,86,76,86,30,71,76,87,69,81,85,87,79,78,63,86,76,67,84,84,86,84,72,76,68,85,73,21,86,74,91,83,35,20,26,8,14,14,7,15,,82+1,82+1,82+1,82,83,83,83,82,82+1,82+1,82+1,80+3,73+3,73+3,73+3,80+3,58+3,56+3,56+3,56+3,58+3,54+3,48+3,48+3,48+3,54+3,19+3,https://cdn.sofifa.net/players/216/354/22_120.png,https://cdn.sofifa.net/teams/10029/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/hr.png
212523,https://sofifa.com/player/212523/anderson-souza-conceicao/220002,Anderson Talisca,Anderson Souza Conceição,talisca,"CF, ST, CAM",82,83,35500000,61000,27,1994-02-01,190,80,112139,Al Nassr,Saudi Abdul L. Jameel League,1,CAM,94,,2021-06-26,2024,54,Brazil,,,,Left,4,4,2,High/Low,Unique,No,63000000,#FK Specialist,"Finesse Shot, Flair, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",80,83,81,83,52,75,75,81,77,84,76,83,86,87,82,84,84,76,87,78,75,84,65,82,75,87,67,52,86,79,75,77,45,55,42,13,11,13,12,10,,82+1,82+1,82+1,82,82,82,82,82,83,83,83,81+2,80+2,80+2,80+2,81+2,68+2,68+2,68+2,68+2,68+2,66+2,61+2,61+2,61+2,66+2,19+2,https://cdn.sofifa.net/players/212/523/22_120.png,https://cdn.sofifa.net/teams/112139/60.png,https://cdn.sofifa.net/flags/sa.png,,https://cdn.sofifa.net/flags/br.png
229668,https://sofifa.com/player/229668/mario-hermoso-canseco/220002,Mario Hermoso,Mario Hermoso Canseco,mario-hermoso,"CB, LB",82,85,35500000,62000,26,1995-06-18,185,76,240,Atlético de Madrid,Spain Primera Division,1,LCB,22,,2019-07-18,2024,45,Spain,,,,Left,3,2,1,Medium/High,Normal (185+),Yes,75400000,,Dives Into Tackles (AI),75,49,72,71,83,80,71,42,79,78,41,66,68,55,77,75,73,77,74,82,63,65,82,77,81,46,83,83,64,66,45,79,83,84,81,13,8,10,5,8,,66+2,66+2,66+2,68,67,67,67,68,69+2,69+2,69+2,71+2,73+2,73+2,73+2,71+2,78+2,80+2,80+2,80+2,78+2,79+2,82+2,82+2,82+2,79+2,17+2,https://cdn.sofifa.net/players/229/668/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
